Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,OvertimeRiskFlag,ExperienceRatio
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,14,3,3,1,17,1,4,15,11,5,9,70824,0,0.38461538461538464
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,18,3,4,0,6,3,3,2,2,2,2,103668,0,0.08
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,19,3,4,0,12,2,1,11,9,4,7,76164,1,0.36666666666666664
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,22,4,1,0,10,2,4,5,4,0,4,50400,0,0.15625
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,13,3,2,0,9,2,2,6,5,0,3,41424,0,0.13333333333333333
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,20,4,2,0,19,2,3,3,2,2,2,51804,1,0.07894736842105263
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,14,3,3,0,5,4,2,5,4,0,4,31584,0,0.16666666666666666
32,No,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,17,3,4,3,9,2,4,8,7,0,7,56016,0,0.25
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,14,3,4,1,8,3,3,3,2,2,2,38448,0,0.1
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,13,3,4,0,6,3,3,5,3,1,2,32640,0,0.16666666666666666
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,13,3,2,1,21,2,2,7,6,7,7,206172,0,0.17073170731707318
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,21,4,4,1,7,2,3,5,0,1,4,26856,0,0.12195121951219512
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,14,3,4,0,1,3,3,1,0,0,0,17796,0,0.05263157894736842
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,11,3,1,1,20,2,3,20,7,2,13,67260,0,0.5
35,No,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,13,3,1,2,10,3,3,10,8,0,6,87540,0,0.2857142857142857
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,20,4,4,1,13,3,1,7,7,4,5,27672,1,0.1320754716981132
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,18,3,3,1,20,2,1,17,9,0,15,28176,0,0.37777777777777777
32,No,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,14,3,4,0,9,2,3,9,8,3,7,107976,0,0.28125
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,13,3,1,1,10,1,3,10,7,0,9,51828,0,0.3448275862068966
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,17,3,3,0,10,2,3,1,0,0,0,73584,0,0.0196078431372549
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,20,4,2,1,9,3,2,1,0,0,0,40152,1,0.017241379310344827
40,No,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,11,3,1,1,15,2,2,12,11,2,11,130260,0,0.3
34,No,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,18,3,4,1,6,3,3,4,3,1,2,26772,0,0.11764705882352941
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,24,4,1,2,2,6,3,2,2,2,2,27876,0,0.09090909090909091
27,No,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,18,3,4,1,6,1,1,2,2,2,2,24288,0,0.07407407407407407
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,11,3,3,1,5,2,1,5,2,0,2,32556,0,0.17857142857142858
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,16,3,2,1,12,2,1,5,3,1,4,113268,1,0.08771929824561403
27,No,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,15,3,4,1,1,2,2,1,1,0,1,30792,1,0.037037037037037035
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,15,3,2,0,21,5,3,5,4,4,4,239112,0,0.1
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,12,3,1,1,13,2,3,9,8,1,8,29412,0,0.21951219512195122
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,12,3,3,1,12,2,3,10,9,7,4,113028,0,0.3333333333333333
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,22,4,3,0,12,2,4,8,3,0,7,104232,0,0.21052631578947367
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,20,4,1,0,8,2,3,5,4,1,4,36456,0,0.15625
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,16,3,4,1,6,3,2,5,2,1,1,36696,1,0.18518518518518517
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,21,4,1,0,1,5,4,0,0,0,0,27900,0,0.0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,12,3,3,0,13,3,2,8,7,7,2,25056,0,0.2222222222222222
30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,11,3,3,2,12,4,3,12,9,6,10,36864,0,0.4
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,11,3,1,1,9,3,4,5,4,0,3,60072,1,0.1111111111111111
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,18,3,3,1,19,3,3,2,2,2,2,51084,1,0.03571428571428571
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,14,3,1,0,4,2,4,3,1,0,2,30000,0,0.09090909090909091
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,22,4,3,0,1,3,2,1,0,1,0,13224,0,0.05263157894736842
46,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,25,4,3,3,24,2,3,24,13,15,7,125436,0,0.5217391304347826
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,12,3,3,0,2,3,3,2,2,2,1,27456,0,0.05263157894736842
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,23,4,3,1,7,0,3,4,2,0,2,47148,1,0.12903225806451613
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,15,3,4,0,9,3,3,3,2,1,2,27732,0,0.08823529411764706
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,22,4,4,0,4,5,2,4,3,0,2,37680,1,0.0975609756097561
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,15,3,4,1,5,2,2,3,2,0,2,44280,0,0.06
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,11,3,3,2,5,3,3,4,2,1,3,53400,0,0.07547169811320754
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,13,3,4,1,8,5,3,8,7,1,6,33072,0,0.24242424242424243
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,14,3,2,1,21,2,3,20,8,9,9,228396,0,0.5
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,11,3,4,0,36,3,3,24,15,2,15,224664,0,0.43636363636363634
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,17,3,3,0,10,2,2,10,9,1,9,114564,0,0.29411764705882354
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,18,3,3,0,21,6,3,7,7,1,0,164808,0,0.13725490196078433
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,14,3,1,1,34,5,3,33,18,11,9,239988,0,0.6346153846153846
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,16,3,4,0,7,2,2,7,7,0,3,27348,0,0.25925925925925924
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,13,3,1,0,8,1,3,1,0,0,1,70992,1,0.02857142857142857
43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,14,3,4,3,7,3,4,5,4,2,2,25068,0,0.11627906976744186
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,23,4,4,1,22,1,3,20,8,11,8,201504,0,0.4444444444444444
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,12,3,1,1,8,3,2,8,7,1,7,42768,1,0.21621621621621623
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,11,3,4,0,10,5,3,6,2,1,2,53100,0,0.17142857142857143
42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,16,3,2,1,11,5,3,5,3,0,2,63180,0,0.11904761904761904
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,14,3,2,0,14,3,3,1,0,0,0,78636,0,0.02631578947368421
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,18,3,1,1,9,3,1,7,7,1,7,75132,0,0.18421052631578946
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,19,3,3,1,6,1,3,2,2,2,0,51576,0,0.07407407407407407
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,15,3,1,2,7,0,3,7,7,1,7,81648,1,0.14285714285714285
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,17,3,4,1,5,4,4,5,3,2,0,45780,1,0.14705882352941177
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,15,3,3,1,15,2,4,7,2,3,7,32892,1,0.175
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,19,3,2,0,17,2,3,1,0,0,0,80076,1,0.02631578947368421
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,22,4,4,3,10,3,2,10,4,1,9,91668,0,0.3448275862068966
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,16,3,1,1,4,2,2,4,2,2,2,27936,1,0.18181818181818182
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,13,3,1,0,8,2,3,8,1,1,7,25836,0,0.2222222222222222
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,14,3,4,1,5,5,1,3,2,0,2,58512,0,0.075
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,16,3,3,1,17,3,3,4,2,0,3,112752,0,0.08695652173913043
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,11,3,3,0,14,2,2,14,8,9,8,124800,0,0.4375
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,22,4,3,0,12,2,3,11,8,5,8,101688,0,0.36666666666666664
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,14,3,4,0,7,2,3,7,7,0,7,119772,0,0.25925925925925924
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,16,3,4,2,16,5,1,10,9,4,7,149880,0,0.19607843137254902
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,11,3,3,0,8,5,3,5,2,0,4,31884,1,0.16666666666666666
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,18,3,3,0,16,3,3,1,0,0,0,163092,1,0.024390243902439025
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,15,3,3,0,9,5,2,6,3,0,1,80352,0,0.2
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,14,3,4,0,7,1,2,6,2,1,5,24696,0,0.20689655172413793
45,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,12,3,4,0,23,2,3,19,7,12,8,106380,0,0.4222222222222222
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,14,3,4,1,16,4,3,6,2,0,5,71280,0,0.1111111111111111
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,16,3,4,0,16,3,4,13,11,3,7,70968,0,0.3611111111111111
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,21,4,4,0,7,3,3,3,2,1,1,31464,0,0.09090909090909091
37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,14,3,3,3,10,1,3,10,8,0,7,146220,1,0.2702702702702703
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,12,3,3,2,17,6,2,16,10,5,13,127308,0,0.42105263157894735
31,No,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,12,3,4,1,6,2,3,5,4,1,4,52140,0,0.16129032258064516
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,17,3,1,1,7,6,3,1,0,0,0,26124,0,0.01694915254237288
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,17,3,3,1,13,2,3,9,8,5,8,33516,0,0.24324324324324326
29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,14,3,4,1,11,5,3,11,10,4,1,95016,0,0.3793103448275862
35,No,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,14,3,1,0,10,3,4,10,7,0,8,105468,0,0.2857142857142857
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,13,3,3,0,4,3,2,4,3,0,1,28668,1,0.13793103448275862
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,15,3,2,0,6,3,2,2,2,2,2,38544,0,0.038461538461538464
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,4933,1,11,3,4,0,22,3,3,22,17,11,15,230784,0,0.5238095238095238
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,17,3,4,0,7,2,2,2,2,2,2,27204,0,0.03389830508474576
50,No,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,11,3,3,1,32,3,2,7,0,0,6,234204,0,0.14
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,13,3,3,1,8,2,1,5,4,0,4,29232,1,0.15151515151515152
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,22,4,3,1,22,3,3,17,13,1,9,192768,1,0.3953488372093023
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,20,4,1,0,13,3,4,9,7,1,7,32484,0,0.2727272727272727
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,18,3,4,0,33,2,4,33,7,15,12,228816,1,0.6346153846153846
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,11,3,1,1,6,5,3,4,3,1,2,47172,0,0.125
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,14,3,4,0,4,2,1,3,2,1,2,44760,1,0.09375
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,14,3,3,3,7,1,3,3,2,1,2,26784,0,0.07692307692307693
32,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,18,3,1,0,4,2,3,3,2,2,2,53580,0,0.09375
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,16,3,1,2,17,2,2,1,0,0,0,36864,0,0.024390243902439025
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,17,3,1,2,9,3,3,9,8,4,7,39828,0,0.225
45,No,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,11,3,3,1,25,2,3,24,0,1,7,230424,0,0.5333333333333333
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,12,3,1,1,9,3,3,2,2,2,2,164100,0,0.06451612903225806
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,13,3,3,1,2,2,2,2,2,0,2,34932,0,0.06060606060606061
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,13,3,2,1,13,3,3,11,9,5,9,71484,0,0.3235294117647059
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,14,3,1,1,17,2,2,3,1,0,2,47040,0,0.08108108108108109
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,17,3,4,1,9,1,3,3,2,0,2,77208,0,0.06666666666666667
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0,120576,0,0.02702702702702703
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,25,4,4,0,20,1,3,19,6,11,8,131256,0,0.48717948717948717
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,19,3,1,0,6,1,3,6,5,1,5,28080,0,0.20689655172413793
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,13,3,3,0,10,1,3,3,2,0,2,78540,1,0.07142857142857142
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,14,3,4,1,10,2,3,3,2,0,2,83172,0,0.10344827586206896
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,12,3,4,2,5,3,3,4,2,1,2,58776,0,0.16
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,11,3,3,1,10,4,3,9,6,7,8,31116,1,0.21428571428571427
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,19,3,4,1,22,5,3,21,7,3,9,233232,0,0.525
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,11,3,2,0,1,0,2,1,0,0,0,32676,0,0.0196078431372549
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,11,3,2,0,6,2,4,5,4,1,4,41748,0,0.16129032258064516
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,20,4,3,0,5,3,1,5,1,0,3,33528,0,0.15625
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,18,3,4,1,13,0,3,8,7,7,5,62988,0,0.21052631578947367
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,13,3,4,0,9,5,3,6,2,0,4,26112,0,0.1875
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,12,3,2,1,28,2,2,7,7,7,7,202464,1,0.15217391304347827
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,11,3,3,0,5,5,1,0,0,0,0,41820,0,0.0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,19,3,2,2,10,2,3,0,0,0,0,79728,0,0.0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,21,4,2,1,10,2,3,9,0,7,8,66984,0,0.2903225806451613
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,12,3,4,2,6,2,3,6,3,1,5,48000,0,0.24
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,14,3,2,0,21,2,3,20,7,4,10,161952,1,0.4444444444444444
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,11,3,3,1,16,4,3,15,13,10,11,38520,0,0.4166666666666667
